oppId,updateId,findingBlock,pathId,amountIn,predictedNetProfit,predictedGrossProfit,predictedGas,txHash,internalError,executionTime
8f68831c6b85640daf43035a8221c005,825013355162f5c6de0305508f13842d,1097738,I00035,6721159584860042514,208702070065869471,296902070065869471,392000,0x63022ef1501a9678c5f8939fc2f5468b964f96b0eab38a9e33203b1e2dc9c633,,2388
da0f5e8d252eb81c3504527808c40e1c,09ab1273c0ad5901ad81ec2782e7c62a,1097836,I04614,1419764119559372556,442827541839893916,531027541839893916,392000,0x186eafc10016bceeeda6ebc5827bb37b8466aeaf7907ad5fd385d7b93322c560,,8539
3f839e5d967fd6437480eb5925f9b2b0,1c1edc968bc5b2b13124cabf0441372a,1088840,I03358,6480945216499284057,168438113074392775,256638113074392775,392000,0xed8cb5f7ef1e9daae513adf22d460dd3f7c3d5bd244616cf0908982868fb47f7,,6057
3bed70843dadb16f32128bff5ba2aace,2df0782d3746c9d9f65b5e82a4c95e4d,1097788,I03433,172510927643758856155,6046813374868995865,6135013374868995865,392000,0x2184d0461d7a24067b50e3c96f4ff28c0ec827a7739afdaf41457e15eb902af3,,4034
74966b532681cab06ce51c2cf7d38569,a8fe24f0cc528ffc6b4e2dd0ba8bf60f,1097802,I04614,1419862177535475035,442900899397581345,531100899397581345,392000,0xd516b52974d7fb4ca85983a6fea812fb0bd821396e53ee325de513b5a3d9f64f,,3122
7b7b64bb4f81b3fd2690811fc3bb0c56,50628bbfd982c77ebb3baf73a30f2b93,1097880,I03629,36388011968068759823,225773772655147377,313973772655147377,392000,0x2603f86ce6731bf991255af7fa200a303150f3585d3eaabdfde9b4d2e2a6d4cf,,7614
d4601dc36bef238bfcdbdc2f6510ff23,1fa74f9e08eb37155c042d6191969ac2,1097792,I04490,19434341676736907656,81620139987651319,169820139987651319,392000,0xe4d9b4811e114c33566e1a2427517c5a4ecb1513ce8dc96e7217d0ef575806b0,,5784
b3e6cca7292011d2196fcd422f062b38,e850ac7b78cb291888e5f53785b4f9af,1097840,I04614,1419764119561951078,442827541840858349,531027541840858349,392000,0xd8f9d331cff700760a8de4b9d56b47a7ac8d280820ea4a0d1a1ee8999a5f981b,,6121
8722f52a522ecd00bfd939766d6eb014,bc4403b30b433f8a9b9cea3a4296e8bf,1098286,I03433,100890848493695487787,1949110094268157323,2037310094268157323,392000,0x6b0bfcd105fb584dd82b9b2b8124cafdc160647222d5395a549f72a876497035,,3005
67942aa685707517789da210caad44d5,2a75d31ebed0eb0ab2e72fc5f7c8b907,1098298,I00726,30706222155663666411,121409367860000985,182609367860000985,272000,0x5f72a399767ac52580b7580c15914d71f0023dcbd5ad94c04f7c7fea2f2edcd8,,2144
5938ce0973c406da29f5d5cf43ba4abf,c73a3cd07359e22823789a9561ffc6cd,1098370,I04196,34545450169077777357,201732004648525387,289932004648525387,392000,0x01c99e3a7e5ac6c15299c7714ceada7a7a91ed03601504142bd468616043dd05,,1902
33c646639cec71aed865341ca366991f,145a033191a7f32c34fdc24468fbc44e,1098298,I04614,1421597092566151283,444199578021892919,532399578021892919,392000,0xe01c8ed3d4df0c02068df225e92ebc9991c7dc9a75b7922b519eaf3c2e1d6132,,9804
31ef9ec95e39ff699eb9609e5f64e668,e029d2b9dc6b0ee44c0cbb02b6f6cbd8,1098372,I04614,1422116565199430259,444588743315355377,532788743315355377,392000,0xcf949ba1e090b19630f5a4bfc76e248b89a032987443a4f00f0d8bab4e5b79dc,,4711
17a9b0d622b5f3ebd50c3d4ad8d274eb,781c6d3e59139a0dd6bd4f0de58022c2,1098352,I04614,1421606897874412107,444206922397386125,532406922397386125,392000,0x0bd936bdf770fa524aa9f931cddd09b46e68b08d8de83e16d09d16dc165efae4,,9018
0eff1f43de1155b6fd0e71c360f19d39,e80dd057bd28e3e19c39b831f8a96f4a,1098360,I04614,1421606897879169303,444206922399167746,532406922399167746,392000,0x4d3ebb0bd27e8423742e829751fb106ce4ac4ca1fa1963eb77dca4024fa3a08f,,8001
